Ticker,Name,AssetClass,Sector,SEDOL,ISIN,Exchange
FLIR,FLIR SYSTEMS INC,Equity,Information Technology,2344717,US3024451011,NASDAQ
LB,L BRANDS INC,Equity,Consumer Discretionary,B9M2WX3,US5017971046,New York Stock Exchange Inc.
FOX,FOX CORP CLASS B,Equity,Communication,BJJMGY5,US35137L2043,NASDAQ
SEE,SEALED AIR CORP,Equity,Materials,2232793,US81211K1007,New York Stock Exchange Inc.
JBLU,JETBLUE AIRWAYS CORP,Equity,Industrials,2852760,US4771431016,NASDAQ
CMA,COMERICA INC,Equity,Financials,2212870,US2003401070,New York Stock Exchange Inc.
THS,TREEHOUSE FOODS INC,Equity,Consumer Staples,B095X84,US89469A1043,New York Stock Exchange Inc.
PPC,PILGRIMS PRIDE CORP,Equity,Consumer Staples,B5L3PZ2,US72147K1088,NASDAQ
VOYA,VOYA FINANCIAL INC,Equity,Financials,BKWQ2N2,US9290891004,New York Stock Exchange Inc.
BILL,BILL COM HOLDINGS INC,Equity,Information Technology,BKDS4H5,US0900431000,New York Stock Exchange Inc.
SNV,SYNOVUS FINANCIAL CORP,Equity,Financials,BMH4NJ8,US87161C5013,New York Stock Exchange Inc.
CREE,CREE INC,Equity,Information Technology,2232351,US2254471012,NASDAQ
SABR,SABRE CORP,Equity,Information Technology,BLLHH27,US78573M1045,NASDAQ
IPGP,IPG PHOTONICS CORP,Equity,Information Technology,2698782,US44980X1090,NASDAQ
LOPE,GRAND CANYON EDUCATION INC,Equity,Consumer Discretionary,B3F1XM1,US38526M1062,NASDAQ
GO,GROCERY OUTLET HOLDING CORP,Equity,Consumer Staples,BK1KWF7,US39874R1014,NASDAQ
NATI,NATIONAL INSTRUMENTS CORP,Equity,Information Technology,2645078,US6365181022,NASDAQ
VIACA,VIACOMCBS INC CLASS A,Equity,Communication,BKTNTP7,US92556H1077,NASDAQ
SWI,SOLARWINDS CORP,Equity,Information Technology,BG1VY34,US83417Q1058,New York Stock Exchange Inc.
AL,AIR LEASE CORP CLASS A,Equity,Industrials,B3XS562,US00912X3026,New York Stock Exchange Inc.
AGIO,AGIOS PHARMACEUTICALS INC,Equity,Health Care,BCBVTX1,US00847X1046,NASDAQ
HGV,HILTON GRAND VACATIONS INC,Equity,Consumer Discretionary,BYSLHX4,US43283X1054,New York Stock Exchange Inc.
OUT,OUTFRONT MEDIA INC,Equity,Real Estate,BSP6611,US69007J1060,New York Stock Exchange Inc.
ADS,ALLIANCE DATA SYSTEMS CORP,Equity,Information Technology,2762030,US0185811082,New York Stock Exchange Inc.
CIT,CIT GROUP INC,Equity,Financials,B4Z73G0,US1255818015,New York Stock Exchange Inc.
ETRN,EQUITRANS MIDSTREAM CORP,Equity,Energy,BFMWBV6,US2946001011,New York Stock Exchange Inc.
CLNY,COLONY CAPITAL INC CLASS A,Equity,Real Estate,BG5QFV0,US19626G1085,New York Stock Exchange Inc.
CLGX,CORELOGIC INC,Equity,Information Technology,B5541Y2,US21871D1037,New York Stock Exchange Inc.
LENB,LENNAR CORP CLASS B,Equity,Consumer Discretionary,2578293,US5260573028,New York Stock Exchange Inc.
SIX,SIX FLAGS ENTERTAINMENT CORP,Equity,Consumer Discretionary,B43VKB8,US83001A1025,New York Stock Exchange Inc.
BRKB,BERKSHIRE HATHAWAY INC CLASS B,Equity,Financials,2073390,US0846707026,New York Stock Exchange Inc.
JPM,JPMORGAN CHASE & CO,Equity,Financials,2190385,US46625H1005,New York Stock Exchange Inc.
INTC,INTEL CORPORATION CORP,Equity,Information Technology,2463247,US4581401001,NASDAQ
T,AT&T INC,Equity,Communication,2831811,US00206R1023,New York Stock Exchange Inc.
VZ,VERIZON COMMUNICATIONS INC,Equity,Communication,2090571,US92343V1044,New York Stock Exchange Inc.
DIS,WALT DISNEY,Equity,Communication,2270726,US2546871060,New York Stock Exchange Inc.
BAC,BANK OF AMERICA CORP,Equity,Financials,2295677,US0605051046,New York Stock Exchange Inc.
PFE,PFIZER INC,Equity,Health Care,2684703,US7170811035,New York Stock Exchange Inc.
XOM,EXXON MOBIL CORP,Equity,Energy,2326618,US30231G1022,New York Stock Exchange Inc.
WMT,WALMART INC,Equity,Consumer Staples,2936921,US9311421039,New York Stock Exchange Inc.
CVX,CHEVRON CORP,Equity,Energy,2838555,US1667641005,New York Stock Exchange Inc.
MDT,MEDTRONIC PLC,Equity,Health Care,BTN1Y11,IE00BTN1Y115,New York Stock Exchange Inc.
WFC,WELLS FARGO,Equity,Financials,2649100,US9497461015,New York Stock Exchange Inc.
NEE,NEXTERA ENERGY INC,Equity,Utilities,2328915,US65339F1012,New York Stock Exchange Inc.
PM,PHILIP MORRIS INTERNATIONAL INC,Equity,Consumer Staples,B2PKRQ3,US7181721090,New York Stock Exchange Inc.
C,CITIGROUP INC,Equity,Financials,2297907,US1729674242,New York Stock Exchange Inc.
LIN,LINDE PLC,Equity,Materials,BZ12WP8,IE00BZ12WP82,New York Stock Exchange Inc.
UTX,UNITED TECHNOLOGIES CORP,Equity,Industrials,2915500,US9130171096,New York Stock Exchange Inc.
CVS,CVS HEALTH CORP,Equity,Health Care,2577609,US1266501006,New York Stock Exchange Inc.
GE,GENERAL ELECTRIC,Equity,Industrials,2380498,US3696041033,New York Stock Exchange Inc.
MDLZ,MONDELEZ INTERNATIONAL INC CLASS A,Equity,Consumer Staples,B8CKK03,US6092071058,NASDAQ
CME,CME GROUP INC CLASS A,Equity,Financials,2965839,US12572Q1058,NASDAQ
D,DOMINION ENERGY INC,Equity,Utilities,2542049,US25746U1097,New York Stock Exchange Inc.
DUK,DUKE ENERGY CORP,Equity,Utilities,B7VD3F2,US26441C2044,New York Stock Exchange Inc.
SO,SOUTHERN,Equity,Utilities,2829601,US8425871071,New York Stock Exchange Inc.
AGN,ALLERGAN,Equity,Health Care,BY9D546,IE00BY9D5467,New York Stock Exchange Inc.
PLD,PROLOGIS REIT INC,Equity,Real Estate,B44WZD7,US74340W1036,New York Stock Exchange Inc.
CL,COLGATE-PALMOLIVE,Equity,Consumer Staples,2209106,US1941621039,New York Stock Exchange Inc.
BLK,BLACKROCK INC,Equity,Financials,2494504,US09247X1019,New York Stock Exchange Inc.
GS,GOLDMAN SACHS GROUP INC,Equity,Financials,2407966,US38141G1040,New York Stock Exchange Inc.
USB,US BANCORP,Equity,Financials,2736035,US9029733048,New York Stock Exchange Inc.
CB,CHUBB LTD,Equity,Financials,B3BQMF6,CH0044328745,New York Stock Exchange Inc.
MU,MICRON TECHNOLOGY INC,Equity,Information Technology,2588184,US5951121038,NASDAQ
TFC,TRUIST FINANCIAL CORP,Equity,Financials,BKP7287,US89832Q1094,New York Stock Exchange Inc.
PNC,PNC FINANCIAL SERVICES GROUP INC,Equity,Financials,2692665,US6934751057,New York Stock Exchange Inc.
MS,MORGAN STANLEY,Equity,Financials,2262314,US6174464486,New York Stock Exchange Inc.
KMB,KIMBERLY CLARK CORP,Equity,Consumer Staples,2491839,US4943681035,New York Stock Exchange Inc.
AEP,AMERICAN ELECTRIC POWER INC,Equity,Utilities,2026242,US0255371017,New York Stock Exchange Inc.
NEM,NEWMONT,Equity,Materials,2636607,US6516391066,New York Stock Exchange Inc.
EXC,EXELON CORP,Equity,Utilities,2670519,US30161N1019,NASDAQ
DLR,DIGITAL REALTY TRUST REIT INC,Equity,Real Estate,B03GQS4,US2538681030,New York Stock Exchange Inc.
COP,CONOCOPHILLIPS,Equity,Energy,2685717,US20825C1045,New York Stock Exchange Inc.
SRE,SEMPRA ENERGY,Equity,Utilities,2138158,US8168511090,New York Stock Exchange Inc.
WBA,WALGREEN BOOTS ALLIANCE INC,Equity,Consumer Staples,BTN1Y44,US9314271084,NASDAQ
ETN,EATON PLC,Equity,Industrials,B8KQN82,IE00B8KQN827,New York Stock Exchange Inc.
XEL,XCEL ENERGY INC,Equity,Utilities,2614807,US98389B1008,NASDAQ
GIS,GENERAL MILLS INC,Equity,Consumer Staples,2367026,US3703341046,New York Stock Exchange Inc.
FDX,FEDEX CORP,Equity,Industrials,2142784,US31428X1063,New York Stock Exchange Inc.
ALL,ALLSTATE CORP,Equity,Financials,2019952,US0200021014,New York Stock Exchange Inc.
GM,GENERAL MOTORS,Equity,Consumer Discretionary,B665KZ5,US37045V1008,New York Stock Exchange Inc.
KMI,KINDER MORGAN INC,Equity,Energy,B3NQ4P8,US49456B1017,New York Stock Exchange Inc.
BK,BANK OF NEW YORK MELLON CORP,Equity,Financials,B1Z77F6,US0640581007,New York Stock Exchange Inc.
WEC,WEC ENERGY GROUP INC,Equity,Utilities,BYY8XK8,US92939U1060,New York Stock Exchange Inc.
COF,CAPITAL ONE FINANCIAL CORP,Equity,Financials,2654461,US14040H1059,New York Stock Exchange Inc.
DD,DUPONT DE NEMOURS INC,Equity,Materials,BK0VN47,US26614N1028,New York Stock Exchange Inc.
AFL,AFLAC INC,Equity,Financials,2026361,US0010551028,New York Stock Exchange Inc.
MET,METLIFE INC,Equity,Financials,2573209,US59156R1086,New York Stock Exchange Inc.
ES,EVERSOURCE ENERGY,Equity,Utilities,BVVN4Q8,US30040W1080,New York Stock Exchange Inc.
ED,CONSOLIDATED EDISON INC,Equity,Utilities,2216850,US2091151041,New York Stock Exchange Inc.
PSX,PHILLIPS,Equity,Energy,B78C4Y8,US7185461040,New York Stock Exchange Inc.
AIG,AMERICAN INTERNATIONAL GROUP INC,Equity,Financials,2027342,US0268747849,New York Stock Exchange Inc.
STZ,CONSTELLATION BRANDS INC CLASS A,Equity,Consumer Staples,2170473,US21036P1084,New York Stock Exchange Inc.
KR,KROGER,Equity,Consumer Staples,2497406,US5010441013,New York Stock Exchange Inc.
EOG,EOG RESOURCES INC,Equity,Energy,2318024,US26875P1012,New York Stock Exchange Inc.
TEL,TE CONNECTIVITY LTD,Equity,Information Technology,B62B7C3,CH0102993182,New York Stock Exchange Inc.
PEG,PUBLIC SERVICE ENTERPRISE GROUP IN,Equity,Utilities,2707677,US7445731067,New York Stock Exchange Inc.
PRU,PRUDENTIAL FINANCIAL INC,Equity,Financials,2819118,US7443201022,New York Stock Exchange Inc.
DOW,DOW INC,Equity,Materials,BHXCF84,US2605571031,New York Stock Exchange Inc.
AWK,AMERICAN WATER WORKS INC,Equity,Utilities,B2R3PV1,US0304201033,New York Stock Exchange Inc.
SLB,SCHLUMBERGER NV,Equity,Energy,2779201,AN8068571086,New York Stock Exchange Inc.
WLTW,WILLIS TOWERS WATSON PLC,Equity,Financials,BDB6Q21,IE00BDB6Q211,NASDAQ
AVB,AVALONBAY COMMUNITIES REIT INC,Equity,Real Estate,2131179,US0534841012,New York Stock Exchange Inc.
FE,FIRSTENERGY CORP,Equity,Utilities,2100920,US3379321074,New York Stock Exchange Inc.
JCI,JOHNSON CONTROLS INTERNATIONAL PLC,Equity,Industrials,BY7QL61,IE00BY7QL619,New York Stock Exchange Inc.
PCAR,PACCAR INC,Equity,Industrials,2665861,US6937181088,NASDAQ
EIX,EDISON INTERNATIONAL,Equity,Utilities,2829515,US2810201077,New York Stock Exchange Inc.
EQR,EQUITY RESIDENTIAL REIT,Equity,Real Estate,2319157,US29476L1070,New York Stock Exchange Inc.
CMI,CUMMINS INC,Equity,Industrials,2240202,US2310211063,New York Stock Exchange Inc.
ZBH,ZIMMER BIOMET HOLDINGS INC,Equity,Health Care,2783815,US98956P1021,New York Stock Exchange Inc.
WELL,WELLTOWER INC,Equity,Real Estate,BYVYHH4,US95040Q1040,New York Stock Exchange Inc.
F,FORD MOTOR CO,Equity,Consumer Discretionary,2615468,US3453708600,New York Stock Exchange Inc.
ADM,ARCHER DANIELS MIDLAND,Equity,Consumer Staples,2047317,US0394831020,New York Stock Exchange Inc.
ETR,ENTERGY CORP,Equity,Utilities,2317087,US29364G1031,New York Stock Exchange Inc.
O,REALTY INCOME REIT CORP,Equity,Real Estate,2724193,US7561091049,New York Stock Exchange Inc.
PPL,PPL CORP,Equity,Utilities,2680905,US69351T1060,New York Stock Exchange Inc.
DTE,DTE ENERGY,Equity,Utilities,2280220,US2333311072,New York Stock Exchange Inc.
VLO,VALERO ENERGY CORP,Equity,Energy,2041364,US91913Y1001,New York Stock Exchange Inc.
CTVA,CORTEVA INC,Equity,Materials,BK73B42,US22052L1044,New York Stock Exchange Inc.
TSN,TYSON FOODS INC CLASS A,Equity,Consumer Staples,2909730,US9024941034,New York Stock Exchange Inc.
STT,STATE STREET CORP,Equity,Financials,2842040,US8574771031,New York Stock Exchange Inc.
AEE,AMEREN CORP,Equity,Utilities,2050832,US0236081024,New York Stock Exchange Inc.
ARE,ALEXANDRIA REAL ESTATE EQUITIES RE,Equity,Real Estate,2009210,US0152711091,New York Stock Exchange Inc.
WMB,WILLIAMS INC,Equity,Energy,2967181,US9694571004,New York Stock Exchange Inc.
PH,PARKER-HANNIFIN CORP,Equity,Industrials,2671501,US7010941042,New York Stock Exchange Inc.
SWK,STANLEY BLACK & DECKER INC,Equity,Industrials,B3Q2FJ4,US8545021011,New York Stock Exchange Inc.
CMS,CMS ENERGY CORP,Equity,Utilities,2219224,US1258961002,New York Stock Exchange Inc.
NTRS,NORTHERN TRUST CORP,Equity,Financials,2648668,US6658591044,NASDAQ
KHC,KRAFT HEINZ,Equity,Consumer Staples,BYRY499,US5007541064,NASDAQ
MPC,MARATHON PETROLEUM CORP,Equity,Energy,B3K3L40,US56585A1025,New York Stock Exchange Inc.
MTB,M&T BANK CORP,Equity,Financials,2340168,US55261F1049,New York Stock Exchange Inc.
ESS,ESSEX PROPERTY TRUST REIT INC,Equity,Real Estate,2316619,US2971781057,New York Stock Exchange Inc.
TIF,TIFFANY,Equity,Consumer Discretionary,2892090,US8865471085,New York Stock Exchange Inc.
LYB,LYONDELLBASELL INDUSTRIES NV CLASS,Equity,Materials,B3SPXZ3,NL0009434992,New York Stock Exchange Inc.
WY,WEYERHAEUSER REIT,Equity,Real Estate,2958936,US9621661043,New York Stock Exchange Inc.
HPE,HEWLETT PACKARD ENTERPRISE,Equity,Information Technology,BYVYWS0,US42824C1099,New York Stock Exchange Inc.
CAG,CONAGRA BRANDS INC,Equity,Consumer Staples,2215460,US2058871029,New York Stock Exchange Inc.
BXP,BOSTON PROPERTIES REIT INC,Equity,Real Estate,2019479,US1011211018,New York Stock Exchange Inc.
CAH,CARDINAL HEALTH INC,Equity,Health Care,2175672,US14149Y1082,New York Stock Exchange Inc.
EVRG,EVERGY INC,Equity,Utilities,BFMXGR0,US30034W1062,New York Stock Exchange Inc.
KSU,KANSAS CITY SOUTHERN,Equity,Industrials,2607647,US4851703029,New York Stock Exchange Inc.
WDC,WESTERN DIGITAL CORP,Equity,Information Technology,2954699,US9581021055,NASDAQ
AMCR,AMCOR PLC,Equity,Materials,BJ1F307,JE00BJ1F3079,New York Stock Exchange Inc.
DHI,D R HORTON INC,Equity,Consumer Discretionary,2250687,US23331A1097,New York Stock Exchange Inc.
HIG,HARTFORD FINANCIAL SERVICES GROUP,Equity,Financials,2476193,US4165151048,New York Stock Exchange Inc.
HRL,HORMEL FOODS CORP,Equity,Consumer Staples,2437264,US4404521001,New York Stock Exchange Inc.
FITB,FIFTH THIRD BANCORP,Equity,Financials,2336747,US3167731005,NASDAQ
LDOS,LEIDOS HOLDINGS INC,Equity,Information Technology,BDV82B8,US5253271028,New York Stock Exchange Inc.
IFF,INTERNATIONAL FLAVORS & FRAGRANCES,Equity,Materials,2464165,US4595061015,New York Stock Exchange Inc.
IP,INTERNATIONAL PAPER,Equity,Materials,2465254,US4601461035,New York Stock Exchange Inc.
DGX,QUEST DIAGNOSTICS INC,Equity,Health Care,2702791,US74834L1008,New York Stock Exchange Inc.
PEAK,HEALTHPEAK PROPERTIES INC,Equity,Real Estate,BJBLRK3,US42250P1030,New York Stock Exchange Inc.
CINF,CINCINNATI FINANCIAL CORP,Equity,Financials,2196888,US1720621010,NASDAQ
SJM,JM SMUCKER,Equity,Consumer Staples,2951452,US8326964058,New York Stock Exchange Inc.
MAA,MID AMERICA APARTMENT COMMUNITIES,Equity,Real Estate,2589132,US59522J1034,New York Stock Exchange Inc.
LNT,ALLIANT ENERGY CORP,Equity,Utilities,2973821,US0188021085,NASDAQ
OXY,OCCIDENTAL PETROLEUM CORP,Equity,Energy,2655408,US6745991058,New York Stock Exchange Inc.
ATO,ATMOS ENERGY CORP,Equity,Utilities,2315359,US0495601058,New York Stock Exchange Inc.
KEY,KEYCORP,Equity,Financials,2490911,US4932671088,New York Stock Exchange Inc.
DRE,DUKE REALTY REIT CORP,Equity,Real Estate,2284084,US2644115055,New York Stock Exchange Inc.
STX,SEAGATE TECHNOLOGY PLC,Equity,Information Technology,B58JVZ5,IE00B58JVZ52,NASDAQ
NLOK,NORTONLIFELOCK INC,Equity,Information Technology,BJN4XN5,US6687711084,NASDAQ
J,JACOBS ENGINEERING GROUP INC,Equity,Industrials,2469052,US4698141078,New York Stock Exchange Inc.
VTR,VENTAS REIT INC,Equity,Real Estate,2927925,US92276F1003,New York Stock Exchange Inc.
GRMN,GARMIN LTD,Equity,Consumer Discretionary,B3Z5T14,CH0114405324,NASDAQ
NDAQ,NASDAQ INC,Equity,Financials,2965107,US6311031081,NASDAQ
FMC,FMC CORP,Equity,Materials,2328603,US3024913036,New York Stock Exchange Inc.
NUE,NUCOR CORP,Equity,Materials,2651086,US6703461052,New York Stock Exchange Inc.
FCX,FREEPORT MCMORAN INC,Equity,Materials,2352118,US35671D8570,New York Stock Exchange Inc.
MAS,MASCO CORP,Equity,Industrials,2570200,US5745991068,New York Stock Exchange Inc.
GPC,GENUINE PARTS,Equity,Consumer Discretionary,2367480,US3724601055,New York Stock Exchange Inc.
QRVO,QORVO INC,Equity,Information Technology,BR9YYP4,US74736K1016,NASDAQ
RF,REGIONS FINANCIAL CORP,Equity,Financials,B01R311,US7591EP1005,New York Stock Exchange Inc.
HES,HESS CORP,Equity,Energy,2023748,US42809H1077,New York Stock Exchange Inc.
NI,NISOURCE INC,Equity,Utilities,2645409,US65473P1057,New York Stock Exchange Inc.
CE,CELANESE CORP,Equity,Materials,B05MZT4,US1508701034,New York Stock Exchange Inc.
L,LOEWS CORP,Equity,Financials,2523022,US5404241086,New York Stock Exchange Inc.
CFG,CITIZENS FINANCIAL GROUP INC,Equity,Financials,BQRX1X3,US1746101054,New York Stock Exchange Inc.
CXO,CONCHO RESOURCES INC,Equity,Energy,B1YWRK7,US20605P1012,New York Stock Exchange Inc.
CTL,CENTURYLINK INC,Equity,Communication,2185046,US1567001060,New York Stock Exchange Inc.
AES,AES CORP,Equity,Utilities,2002479,US00130H1059,New York Stock Exchange Inc.
PNW,PINNACLE WEST CORP,Equity,Utilities,2048804,US7234841010,New York Stock Exchange Inc.
PFG,PRINCIPAL FINANCIAL GROUP INC,Equity,Financials,2803014,US74251V1026,NASDAQ
HST,HOST HOTELS & RESORTS REIT INC,Equity,Real Estate,2567503,US44107P1049,New York Stock Exchange Inc.
HBAN,HUNTINGTON BANCSHARES INC,Equity,Financials,2445966,US4461501045,NASDAQ
XRAY,DENTSPLY SIRONA INC,Equity,Health Care,BYNPPC6,US24906P1093,NASDAQ
PKG,PACKAGING CORP OF AMERICA,Equity,Materials,2504566,US6951561090,New York Stock Exchange Inc.
BKR,BAKER HUGHES CLASS A,Equity,Energy,BDHLTQ5,US05722G1004,New York Stock Exchange Inc.
MYL,MYLAN NV,Equity,Health Care,BVFMFG8,NL0011031208,NASDAQ
CNP,CENTERPOINT ENERGY INC,Equity,Utilities,2440637,US15189T1079,New York Stock Exchange Inc.
WRK,WESTROCK,Equity,Materials,BYR0914,US96145D1054,New York Stock Exchange Inc.
WRB,WR BERKLEY CORP,Equity,Financials,2093644,US0844231029,New York Stock Exchange Inc.
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Equity,Health Care,2923785,US9139031002,New York Stock Exchange Inc.
TAP,MOLSON COORS BREWING CLASS B,Equity,Consumer Staples,B067BM3,US60871R2094,New York Stock Exchange Inc.
CCL,CARNIVAL CORP,Equity,Consumer Discretionary,2523044,PA1436583006,New York Stock Exchange Inc.
REG,REGENCY CENTERS REIT CORP,Equity,Real Estate,2726177,US7588491032,NASDAQ
GL,GLOBE LIFE INC,Equity,Financials,BK6YKG1,US37959E1029,New York Stock Exchange Inc.
RCL,ROYAL CARIBBEAN CRUISES LTD,Equity,Consumer Discretionary,2754907,LR0008862868,New York Stock Exchange Inc.
NRG,NRG ENERGY INC,Equity,Utilities,2212922,US6293775085,New York Stock Exchange Inc.
JNPR,JUNIPER NETWORKS INC,Equity,Information Technology,2431846,US48203R1041,New York Stock Exchange Inc.
ARNC,ARCONIC INC,Equity,Industrials,BD3D9G5,US03965L1008,New York Stock Exchange Inc.
UBFUT,CASH COLLATERAL USD UBFUT,Cash Collateral and Margins,Cash and/or Derivatives,-,-,-
PHM,PULTEGROUP INC,Equity,Consumer Discretionary,2708841,US7458671010,New York Stock Exchange Inc.
TXT,TEXTRON INC,Equity,Industrials,2885937,US8832031012,New York Stock Exchange Inc.
DVA,DAVITA INC,Equity,Health Care,2898087,US23918K1088,New York Stock Exchange Inc.
ALB,ALBEMARLE CORP,Equity,Materials,2046853,US0126531013,New York Stock Exchange Inc.
EMN,EASTMAN CHEMICAL,Equity,Materials,2298386,US2774321002,New York Stock Exchange Inc.
PRGO,PERRIGO PLC,Equity,Health Care,BGH1M56,IE00BGH1M568,New York Stock Exchange Inc.
DISCK,DISCOVERY INC SERIES C,Equity,Communication,B3D7KG4,US25470F3029,NASDAQ
AIZ,ASSURANT INC,Equity,Financials,2331430,US04621X1081,New York Stock Exchange Inc.
HAL,HALLIBURTON,Equity,Energy,2405302,US4062161017,New York Stock Exchange Inc.
SNA,SNAP ON INC,Equity,Industrials,2818740,US8330341012,New York Stock Exchange Inc.
VNO,VORNADO REALTY TRUST REIT,Equity,Real Estate,2933632,US9290421091,New York Stock Exchange Inc.
LNC,LINCOLN NATIONAL CORP,Equity,Financials,2516378,US5341871094,New York Stock Exchange Inc.
DISH,DISH NETWORK CORP CLASS A,Equity,Communication,2303581,US25470M1099,NASDAQ
FRT,FEDERAL REALTY INVESTMENT TRUST RE,Equity,Real Estate,2333931,US3137472060,New York Stock Exchange Inc.
NWL,NEWELL BRANDS INC,Equity,Consumer Discretionary,2635701,US6512291062,NASDAQ
PBCT,PEOPLES UNITED FINANCIAL INC,Equity,Financials,B1W41J2,US7127041058,NASDAQ
BWA,BORGWARNER INC,Equity,Consumer Discretionary,2111955,US0997241064,New York Stock Exchange Inc.
WHR,WHIRLPOOL CORP,Equity,Consumer Discretionary,2960384,US9633201069,New York Stock Exchange Inc.
PNR,PENTAIR,Equity,Industrials,BLS09M3,IE00BLS09M33,New York Stock Exchange Inc.
AIV,APARTMENT INVESTMENT AND MANAGEMEN,Equity,Real Estate,BJLNBG3,US03748R7540,New York Stock Exchange Inc.
BEN,FRANKLIN RESOURCES INC,Equity,Financials,2350684,US3546131018,New York Stock Exchange Inc.
MHK,MOHAWK INDUSTRIES INC,Equity,Consumer Discretionary,2598699,US6081901042,New York Stock Exchange Inc.
KIM,KIMCO REALTY REIT CORP,Equity,Real Estate,2491594,US49446R1095,New York Stock Exchange Inc.
ZION,ZIONS BANCORPORATION,Equity,Financials,2989828,US9897011071,NASDAQ
NOV,NATIONAL OILWELL VARCO INC,Equity,Energy,2624486,US6370711011,New York Stock Exchange Inc.
TPR,TAPESTRY INC,Equity,Consumer Discretionary,BF09HX3,US8760301072,New York Stock Exchange Inc.
LEG,LEGGETT & PLATT INC,Equity,Consumer Discretionary,2510682,US5246601075,New York Stock Exchange Inc.
SLG,SL GREEN REALTY REIT CORP,Equity,Real Estate,2096847,US78440X1019,New York Stock Exchange Inc.
DXC,DXC TECHNOLOGY,Equity,Information Technology,BYXD7B3,US23355L1061,New York Stock Exchange Inc.
RL,RALPH LAUREN CORP CLASS A,Equity,Consumer Discretionary,B4V9661,US7512121010,New York Stock Exchange Inc.
MOS,MOSAIC,Equity,Materials,B3NPHP6,US61945C1036,New York Stock Exchange Inc.
NWSA,NEWS CORP CLASS A,Equity,Communication,BBGVT40,US65249B1098,NASDAQ
IVZ,INVESCO LTD,Equity,Financials,B28XP76,BMG491BT1088,New York Stock Exchange Inc.
XRX,XEROX HOLDINGS CORP,Equity,Information Technology,BJJD5G3,US98421M1062,New York Stock Exchange Inc.
HFC,HOLLYFRONTIER CORP,Equity,Energy,B5VX1H6,US4361061082,New York Stock Exchange Inc.
DISCA,DISCOVERY INC SERIES A,Equity,Communication,B3D7K31,US25470F1049,NASDAQ
HOG,HARLEY DAVIDSON INC,Equity,Consumer Discretionary,2411053,US4128221086,New York Stock Exchange Inc.
MRO,MARATHON OIL CORP,Equity,Energy,2910970,US5658491064,New York Stock Exchange Inc.
UNM,UNUM,Equity,Financials,2433842,US91529Y1064,New York Stock Exchange Inc.
NBL,NOBLE ENERGY INC,Equity,Energy,2640761,US6550441058,NASDAQ
PVH,PVH CORP,Equity,Consumer Discretionary,B3V9F12,US6936561009,New York Stock Exchange Inc.
FTI,TECHNIPFMC PLC,Equity,Energy,BDSFG98,GB00BDSFG982,New York Stock Exchange Inc.
DVN,DEVON ENERGY CORP,Equity,Energy,2480677,US25179M1036,New York Stock Exchange Inc.
KSS,KOHLS CORP,Equity,Consumer Discretionary,2496113,US5002551043,New York Stock Exchange Inc.
APA,APACHE CORP,Equity,Energy,2043962,US0374111054,New York Stock Exchange Inc.
HP,HELMERICH & PAYNE INC,Equity,Energy,2420101,US4234521015,New York Stock Exchange Inc.
M,MACYS INC,Equity,Consumer Discretionary,2345022,US55616P1049,New York Stock Exchange Inc.
COTY,COTY INC CLASS A,Equity,Consumer Staples,BBBSMJ2,US2220702037,New York Stock Exchange Inc.
GPS,GAP INC,Equity,Consumer Discretionary,2360326,US3647601083,New York Stock Exchange Inc.
NWS,NEWS CORP CLASS B,Equity,Communication,BBGVT51,US65249B2088,NASDAQ